Peak,p-value,q-value,B1050328-154-CRE KP,B1050603-077-CRE KP,B1050723-021-CRE KP,B1050902-121-CRE KP,B1060202-094-CRE KP,B1060217-087-CRE KP,B1060311-004-CRE KP,B1060429-067-CRE KP,B1060522-013-CRE KP,B1060606-077-CRE KP,B1060704-084-CRE KP,B1061002-071-CRE KP,B1061025-055-CRE KP,M1050108-162-CRE KP,M1050123-092-CRE KP,M1050128-177-CRE KP,M1050314-245-CRE KP,M1050420-111-CRE KP,M1050501-018-CRE KP,M1050824-079-CRE KP,M1050926-240-CRE KP,M1051122-089-CRE KP,M1051223-071-CRE KP,M1051230-039-CRE KP,M1060108-042-CRE KP-2,M1060108-060-CRE KP,M1060112-033-CRE KP,M1060118-031-CRE KP,M1060123-258-CRE KP,M1060202-212-CRE KP,M1060214-012-CRE KP,M1060226-032-CRE KP,M1060314-010-CRE KP-2,M1060421-139-CRE KP,M1060522-008-CRE KP,M1060630-118-CRE KP,M1060702-055-CRE KP,M1060716-086-CRE KP,M1060723-056-CRE KP,M1060808-110-CRE KP,M1060810-148-CRE KP,M1060814-076-CRE KP,M1060815-124-CRE KP,M1060908-027-CRE KP,M1060912-032-CRE KP,M1061023-229-CRE KP,B1050119-108-non CRE KP,B1050125-102-non CRE KP,B1050219-053-non CRE KP-2,B1050414-116-non CRE KP,B1050422-104-non CRE KP,B1050429-048-non CRE KP,B1050704-185-non CRE KP-2,B1050714-125-non CRE KP,B1050802-057-non CRE KP,B1050906-127-non CRE KP-2,B1051019-050-non CRE KP,B1060117-004-non CRE KP,B1060125-048-non CRE KP,B1060125-147-non CRE KP,B1060126-056-non CRE KP,B1060126-097-non CRE KP-2,B1060216-038-non CRE KP,B1060223-006-non CRE KP-2,B1060223-082-non CRE KP,B1060310-011-non CRE KP-2,B1060320-165-non CRE KP,B1060326-068-non CRE KP,B1060402-034-non CRE KP,B1060404-034-non CRE KP,B1060406-071-non CRE KP,B1060409-035-non CRE KP,B1060413-035-non CRE KP,B1060421-102-non CRE KP,B1060422-055-non CRE KP,B1060429-096-non CRE KP-2,B1060508-118-non CRE KP,B1060510-109-non CRE KP,B1060512-043-non CRE KP,B1060518-059-non CRE KP,B1060518-100-non CRE KP,B1060910-039-non CRE KP,B1060919-032-non CRE KP,B1060923-134-non CRE KP,B1061015-054-non CRE KP,B1061021-093-non CRE KP,B1061025-014-non CRE KP,M1050120-162-non CRE KP,M1050401-169-non CRE KP-2,M1050912-089-non CRE KP,M1060405-181-non CRE KP-2,M1060407-138-non CRE KP,M1060410-195-non CRE KP,M1060414-167-non CRE KP-2,M1060423-047-non CRE KP
4376.7065,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9596.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494112.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307732.38,0,0,0,0,0
4382.8706,0.504155184,0.907726163,458171.19,766233.75,467237.28,708785.25,976496.5,1239723.88,0,1127855.88,0,0,0,0,0,696332,0,0,0,407422.72,727552.19,817151.38,979954.56,783130.44,191597.52,0,0,0,0,0,1644441.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67633.75,0,0,22856.32,300639.38,10549269,0,0,290072.31,27405.34,1463724.38,0,245224.33,604859.94,3094389.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23361.95,0,0,0,0,0,0,0,0,6130.16,0,790812.19,32919.88,0,0,0,0,0
4435.6294,0.12473268,0.62408766,733624.94,2973361.25,882568.31,1904213.63,0,899297.38,0,0,0,0,0,0,0,1645202.88,1949153,2168874.25,301448.69,1583312.75,1800383.25,2008726.88,1976831.88,2282459.5,977896.5,1236328.75,0,0,0,971813.44,0,0,0,0,0,0,0,0,0,1153545.38,237949.19,0,0,0,0,0,0,0,2702497.75,5123.3,153962.08,155959.39,7401.84,98848.42,208062.81,151999.09,32261.28,0,34616.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524139.19,0,105267.58,0,0,0,0,0
4445.351,0.015911359,0.312074784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644397.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25320.13,294818.06,0,77709.69,644297.25,0,0,53575.93,0,5827.35,807013.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226593.63,130464.69,0,0,0,0,0
4494.2573,0.064840922,0.524071407,284956.78,2096208.5,399202.75,1620573.75,0,339290.56,0,807078.56,1306431.5,0,0,0,0,1198885,1852384.5,1725303.63,188687.44,1225819.75,1418703.63,1509393.75,1471819.13,1664335.25,398282.41,940188.63,0,0,472414.75,337824.44,0,0,419810.84,0,0,0,0,41652.09,0,659940.38,50512.65,0,215976.61,0,0,0,0,0,337029.28,104180.82,156610.63,42216.59,7084.13,24553.79,342428.38,1239962.75,59006.76,190288.52,127699.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93795.38,0,0,0,31422.95,0,1258689.5,0,0,0,564588.13,1164384.88,4183.39,0,0,0,0,0
4543.326,0.437963401,1,64099.93,0,0,0,0,0,0,0,0,0,0,0,0,106218.05,0,115377.95,0,124016.62,124102.17,0,0,0,81156.34,68088.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5304.33,41588.2,0,334566.03,75317.73,15923.22,71990.3,119054.9,4779.75,0,431192.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35814.63,0,6115.58,0,0,0,0,0
4558.6167,0.205077262,0.840302653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19475.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44621.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722584.88,0,0,0,0,0,0,354260.38,0,0,0,0,0,0,0,0,0,20642.61,0,1115461.5,0,0,0,0,0
4566.9575,0.063777176,0.527057452,1320076.5,5010689.5,1664652.63,3170263.5,0,1300256.38,0,1942403.88,4349361.5,0,0,0,0,3861688.75,3388596,4314248.5,1019009.19,3534351.25,4017600.25,3040596.5,2645256.75,5042845,2150307.5,3263480,0,0,1171592.75,1595039.63,1995438.13,0,752941.56,0,0,0,0,0,0,1001111.25,354997.72,0,0,0,0,0,0,0,31313.76,9458888,139749.52,6157266,21774.59,20122.78,53692.82,207119.03,36012.98,346750.59,101485.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31521.42,0,3230621.25,0,0,0,3188618.5,336591.06,382758.56,0,0,0,0,0
4576.5684,0.264304464,0.84519971,43039.89,0,0,69674.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90392.32,96899.55,114180.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60402.15,1000231.69,0,471775.66,115018.8,28898.37,0,0,0,0,809686.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19358.44,0,0,0,0,0,0,0,0,0,0,0,0,173857.05,2525.55,25945.8,0,0,0,0,0
4736.801,0.096564115,0.648611017,2811579.25,12315243,3341006.5,8821420,0,2649708,0,0,10503999,0,2351161.25,0,0,9958108,9836537,10718175,2958740.25,7342957.5,7803545,9172192,5240113.5,8877156,4989353.5,7561367.5,0,0,0,0,9159918,0,0,0,0,0,0,19819.4,0,2933346,758648,0,0,0,0,0,0,0,22769.45,62969.73,68627.95,60962.02,372087.66,554937.25,3892409,6596321,410588.97,1057426,1180550.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72081.52,0,0,0,0,0,14783.45,25299.26,6929.72,0,0,0,0,0
4747.6133,0.144634387,0.686313496,92800.52,0,192762.28,200605.88,0,104997.52,0,119097.98,0,0,71981.55,0,0,280586.84,155238.72,0,182350.38,173516.09,345573.34,248123.11,274286.44,223598.44,217522.22,0,0,0,87115.69,0,474031.81,0,82376.6,0,0,0,0,25057.84,0,114130.69,35611.28,0,0,0,0,0,0,0,210923.25,8696.47,215355.11,893423.31,11024656,1620192.75,1026905.38,1074912.25,10285.35,2051658,2950972.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192440.33,0,0,0,0,0,0,0,0,0,0,0,0,124179.44,3765471.75,1139816.88,0,0,0,0,0
4757.673,0.10089869,0.659653215,0,0,0,0,0,0,0,77873.23,74892.49,126100.98,53555.7,0,50751.11,0,96243.34,0,66831.38,0,84350.02,108843.33,90690.4,87500.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9645.73,0,0,0,0,0,1943394.13,0,0,623700.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9997.25,0,0,0,0,0,0,0,0,0,0,0,0,0,46200.95,0,0,0,0,0
4768.279,0.039715937,0.452884833,1450698.63,3685251.25,1491861.75,3467939.5,0,2328423.75,0,3170801,2913294.5,0,0,0,0,2883761.75,5396652.5,3655002.5,730832.38,2488409.5,3199115.5,3406127,2946882.75,3613032.5,1672392.75,2132668.75,0,0,1829156.5,2023789.63,0,0,1778981.88,0,0,0,0,7491.35,0,1912676.88,649819.81,0,1144387.63,0,0,0,0,0,637971.56,7806.26,19623.35,440969.97,1041660.63,288262.44,1973314.63,651967.56,5588.66,56157.82,1148374.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12861.42,0,11964.02,0,0,0,347935.47,200420.11,7954.02,0,0,0,0,0
4783.865,0.460025579,1,64416.46,443181.31,0,220223.16,0,0,0,0,0,0,0,0,0,165258.98,0,174199.44,62366.18,141643.72,137106.64,119089.77,0,275107.19,58511.63,175444.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135476.25,0,550136.5,1992953.13,1045380.38,0,0,3192767,33848.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19903.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528973.19,0,38841.47,0,0,0,0,0
5037.4175,0.055204331,0.507534819,565647.56,0,632751.69,2231649.75,0,547385.69,0,0,2037239,0,0,0,0,2250625.5,2048751.5,2698171.5,256986.38,1812744.5,1353840.38,1460918.13,831647.31,2368672.5,747490.69,949724.88,0,0,0,0,0,0,348900.16,0,0,0,0,52035.14,0,586070.25,168924.09,0,0,0,0,0,0,0,7877.67,17256.56,73371.03,526661.13,66046.15,25967.66,95527.94,130203.83,19852616,0,3216.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395770.13,0,109529.46,0,0,0,0,0
5150.7056,0.568391226,0.989471589,0,0,35547.1,0,0,0,0,0,0,61044.63,0,0,0,0,0,0,34430.21,0,65750.83,0,29472.29,0,112311.42,0,0,0,0,0,46190.82,0,0,0,0,0,0,0,0,0,43431.21,0,0,0,0,0,0,0,0,2753581,0,383571.78,333612.13,0,0,634872.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16807.58,108839.62,0,0,0,0,0
5277.919,0.012368853,0.288802905,2346759.25,1390921.63,1614027.38,537174.81,0,3272176.25,0,2454379,1483218.38,0,2835642.75,0,0,1078362.25,3714162.25,2634130.75,583165.38,3052742.5,4304322.5,3729312.25,1093430.25,2821533.75,4173287.25,3035436,0,0,0,0,0,0,1215032.25,0,0,0,0,3274.97,0,1902542.25,2068433,0,2688810.25,0,0,0,0,0,4481.99,376492.16,0,69134.95,39691.13,32623.58,58587.19,5146615,883243.63,0,161362.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604043.13,0,172732.98,0,0,0,52516.79,0,1308881.38,0,0,0,0,0
5337.997,0.176349901,0.772055666,45950.43,0,114376.8,86080.08,0,0,0,188325.86,0,0,0,0,0,0,0,157510.61,0,98830.12,51933.09,110979.66,371117.5,112099.49,22471.28,144482.41,0,0,0,0,0,0,30409.67,0,0,0,50129.9,286344.94,0,93549.2,49486.3,0,0,0,0,0,0,0,177133.95,151405.05,120047.12,0,67060.14,0,0,4855076,0,182250.67,4038036.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9851.87,0,8028.13,0,0,0,0,57996.5,275317.22,0,0,0,0,0
5606.8857,0.362785825,0.977395511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104664.93,0,0,0,0,0,0,0,0,0,0,53775.36,0,146930.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6702.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708909.25,0,0,0,0,0
5780.7935,0.031223072,0.389229996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18068.61,0,0,0,0,83253.25,0,266843.69,0,0,0,0,246873.41,33914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10103.09,0,0,0,0,0,0,735995.06,0,0,0,0,0,0,0,0,0,131988.89,0,896006.44,0,0,0,0,0
6129.62,0.49518477,0.992393457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222480.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8506.64,0,0,0,0,0
6365.89,0.609175306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20459.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31097.52,0,0,0,0,0
6402.63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353180.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480843.97,0,0,0,0,0
9122.209,0.319102733,0.946371209,0,0,0,0,0,0,0,0,0,0,14277.75,0,0,0,0,0,18169.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24966.54,0,0,0,0,0,0,0,0,0,0,0,57180.96,0,0,0,0,0,0,0,243566.91,0,0,0,0,0,0,0,0,0,0,0,0,76128.3,0,0,64894.34,0,0,0,0,0,0,8738977,0,0,0,0,0,0,0,0,0,11904589,0,55262.09,0,0,0,0,0
2033.8069,0.002087986,0.139610336,394729.5,453987.56,463979.22,328177.16,0,718650.44,383893.03,0,0,0,0,0,0,959992.69,0,145895.05,637045.06,831966.75,570953.13,738514,0,656117.81,630530.25,554729,0,476028.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311881.31,0,0,0,1454189.88,0,0,514669.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262905.88,0,0,0,0,0,0
2045.912,0.525767029,0.937458545,172860.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166981.77,0,0,0,101449.73,0,3831805.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660758.5,0,5694.2,178248.17,0,0,533005.63,908592.25,0,922958.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38809.55,0,0,0,0,0,0
2065.6782,0.001021001,0.093868261,747833.06,685553.94,880580.13,463911,0,1286530.88,876656.88,844209.56,0,0,0,0,0,1356316.13,574157.69,226435.19,935973.38,1591345.13,1029578,1519044.75,0,733021.44,1425726.75,663998.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23758.5,0,0,0,2453718.75,0,0,1532608.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338425.25,0,0,0,0,0,0
2081.421,0.060720833,0.513335316,53307.7,46602.08,0,0,0,187680.56,0,71692.79,0,0,0,0,0,262534.22,38644.11,14932.93,0,244559.5,67766.9,145723.45,0,62499.5,0,0,0,0,0,90988.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80690.01,0,0,0,453487.63,0,0,138999.14,0,0,0,0,0,19437.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94186.82,0,0,0,0,0,0
2088.0881,0.790971642,1,134940.81,0,309230.13,0,0,0,0,0,0,0,0,0,0,21504.02,0,0,343875.88,0,83374.88,235946.97,256881.06,16955.64,138226.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50809.61,71066.97,0,205480.31,367063.47,22517.54,0,74618.16,0,0,0,0,0,9802.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48778.4,0,0,0,0,0,0
2092.1633,0.735168601,1,0,0,0,0,62124.08,0,0,0,0,0,0,0,0,0,49390.88,17986.92,0,20953.38,0,0,0,0,0,0,0,0,0,0,5639.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214279.58,0,0,0,0,82829.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4273.09,0,0,0,20988.1,0,0,0,0,0,0
2110.9175,0.351457573,1,0,0,0,0,0,14956.09,0,0,0,0,0,0,0,24631.17,0,0,0,0,0,0,0,0,0,0,0,21187.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56612.46,0,0,0,0,0,0
2179.0715,0.004151907,0.185074403,0,2216968,619096.06,0,0,944600.38,556317.44,0,1986905.38,0,0,0,0,1568014.5,3332536,0,295293.63,1648724.25,1786351,1846655.75,0,2126594,781138.06,1294766.63,0,786843.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911815.75,0,0,0,688401,0,0,1695989.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328509.84,0,0,0,0,0,0
2185.582,0.005849371,0.226432222,87127.27,53762.05,0,73624.66,93675.59,232699.59,0,176871.2,0,0,0,0,0,0,129152.11,109261.82,201995.17,372533.75,164870.95,287705.28,0,253331.95,0,315313.81,0,182013.72,0,0,0,0,0,0,0,0,0,0,0,0,43299.65,0,0,0,0,0,0,0,0,0,88409.81,0,0,0,472088.28,0,347149.34,0,0,0,0,0,0,1019366.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119787.25,0,0,0,0,0,0
2205.116,0.217138082,0.840552942,160623.33,124316.77,440988.41,0,0,0,0,0,0,0,0,0,0,270896.38,10522.88,0,446605.97,0,151971.05,281504.97,0,106914.84,379733.75,22591.79,0,0,0,195945.08,208595.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216161.38,0,77064.98,0,161622.11,0,273416.44,0,213091.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56485.77,0,0,0,0,1880.83,0,0,0,0,0,0,23004.02,0,0,0,0,0,0
2263.5857,0.113335527,0.622076716,0,161736.31,0,245657.06,0,0,0,0,0,0,0,0,0,0,443434.97,4335.1,0,32397.27,0,139860.55,0,19001.57,0,61361.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14364.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349.23,0,0,0,0,0,0,54220.86,0,0,0,0,0,0
2274.3455,0.017280915,0.325900334,31989.64,44341.99,42452.55,71045.03,0,0,0,0,48236.29,0,0,0,0,294205.94,25520.14,15677.33,68633.82,0,48738.93,142365.23,197459.02,88338.9,0,170998.45,0,0,61153.59,25770.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973.11,0,0,0,0,0,7611.06,0,174108.98,25362.97,0,0,0,0,0,0,0,14145.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133099.11,0,4336.1,0,0,0,0,0,0,0,0,0,0,37648.87,0,0,0,0,0,0
2279.467,0.587518296,1,0,0,8206.33,32015.46,0,0,0,0,0,0,0,0,0,25636.68,17706.44,0,0,95505.87,0,37518.36,0,32620.87,0,4753.7,0,0,0,0,37075.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13428.35,0,48750.94,0,29783.34,0,52773.33,16470.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61324.79,0,0,0,0,0,0,0,0,0,0,0,0,10310.82,0,0,0,0,0,0
2289.1057,0.425727594,1,0,0,0,0,24319.04,6278.5,0,0,0,37516.54,0,0,20905.96,0,0,0,0,84073.73,0,0,0,0,0,0,0,0,0,0,16809.78,61326.99,0,0,0,0,0,0,0,33370.95,0,0,0,44606.41,4811.64,0,0,0,0,0,0,0,0,30617.98,0,0,0,0,0,80281.1,0,0,0,6149.88,0,0,0,0,29491.77,0,0,0,419331.63,0,53229.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13038.34,0,0,0,0,0,0
2382.131,0.005849371,0.226432222,6769.87,315000.13,0,281380.16,0,0,0,0,0,0,0,3659.66,0,74057.95,378895.5,336541.53,0,159968.3,137089.78,133518.58,123185.73,239617.77,0,50789.51,0,0,41013.36,24056.12,123590.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75211.9,0,0,0,0,0,0,17024.44,130928.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21280.42,0,0,222284.69,0,0,0,0,0,0
2394.935,0.617671495,1,0,0,0,0,16139.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53918.24,0,0,103755.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52821.14,0,0,0,0,0,0
2434.9949,1,1,4813.49,0,0,0,0,0,0,0,0,0,0,0,0,64400.37,0,0,0,0,26800.84,0,8131.89,0,29914.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35750.84,212559.27,0,0,43900.92,0,0,0,273034.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28281.28,0,0,0,0,0,0
2445.7283,1,1,0,0,0,0,0,19573.81,0,0,0,0,0,0,0,35766.76,0,0,18773.32,0,0,0,8547.46,0,0,0,0,0,0,0,0,0,0,0,0,0,9017.74,0,0,0,0,0,0,0,0,0,10619.51,0,243134.83,0,0,0,307231.88,350215.81,0,0,50589.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374451.97,0,0,0,0,0,0,0,0,0,0,0,0,38827.6,0,0,0,0,0,0
2452.1453,0.00769624,0.240875945,65956.08,0,130750.07,113117.47,0,0,277068.66,153470.94,50524.48,0,0,0,0,323721.41,80572.13,0,112336.07,275794.03,166417.11,269585.47,0,147341.31,319331.75,194897.69,0,0,0,0,391799.5,250239.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3017.49,0,298725.88,0,0,75569.72,146239.08,0,0,272211.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265478.72,0,0,0,0,0,0
2491.5059,0.025065515,0.38011725,7911.71,0,0,48998.74,0,38920.36,0,8085.3,0,0,0,0,0,75374.37,142782.38,0,0,88780.69,21174.41,47298.29,48096.54,57093.82,0,20138.38,0,0,16642.34,30389.55,61694.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165933.92,0,0,0,0,5290.29,0,194948.81,38752.17,0,0,0,0,0,49342.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165742.61,0,0,0,0,0,0
2531.6372,0.176349901,0.772055666,82552.18,80308.73,191283.77,0,0,0,187758.7,0,0,0,0,0,0,177085.27,39677.83,12828.18,155117.72,128312.29,121772.35,232202.64,0,97047.18,0,186227.88,0,110686.21,0,0,0,0,0,0,0,0,0,0,0,0,104457.55,0,209300.52,0,0,161208.84,0,0,45192.38,96616.92,15629.64,0,0,253107.63,8256.42,0,155201.45,157005.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20170.97,0,0,0,1122,0,0,0,0,0,80441.46,355336.25,0,0,0,0,0,0
2563.6233,0.487992628,0.990120214,0,0,0,349493.69,0,0,0,0,0,0,0,0,0,0,0,0,70685.73,0,0,73395.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221232.91,0,0,0,7787.91,25206.84,0,341910.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17238.06,94092.02,0,0,0,0,0,0
2586.3428,0.113335527,0.622076716,0,0,0,0,0,0,0,0,0,0,40370.17,2341.54,61533.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145025.72,104675.59,0,11585.33,124781.71,0,6288.83,0,0,0,0,0,0,0,0,0,64641.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8955.27,0,0,0,0,0,0,15655.77,0,0,0,0,0,0
2622.56,0.49518477,0.992393457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104194.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226223.64,0,0,0,0,0,0
