Peak,p-value,q-value,B1050328-154-CRE KP,B1050603-077-CRE KP,B1050723-021-CRE KP,B1050902-121-CRE KP,B1060202-094-CRE KP,B1060217-087-CRE KP,B1060311-004-CRE KP,B1060429-067-CRE KP,B1060522-013-CRE KP,B1060606-077-CRE KP,B1060704-084-CRE KP,B1061002-071-CRE KP,B1061025-055-CRE KP,M1050108-162-CRE KP,M1050123-092-CRE KP,M1050128-177-CRE KP,M1050314-245-CRE KP,M1050420-111-CRE KP,M1050501-018-CRE KP,M1050824-079-CRE KP,M1050926-240-CRE KP,M1051122-089-CRE KP,M1051223-071-CRE KP,M1051230-039-CRE KP,M1060108-042-CRE KP-2,M1060108-060-CRE KP,M1060112-033-CRE KP,M1060118-031-CRE KP,M1060123-258-CRE KP,M1060202-212-CRE KP,M1060214-012-CRE KP,M1060226-032-CRE KP,M1060314-010-CRE KP-2,M1060421-139-CRE KP,M1060522-008-CRE KP,M1060630-118-CRE KP,M1060702-055-CRE KP,M1060716-086-CRE KP,M1060723-056-CRE KP,M1060808-110-CRE KP,M1060810-148-CRE KP,M1060814-076-CRE KP,M1060815-124-CRE KP,M1060908-027-CRE KP,M1060912-032-CRE KP,M1061023-229-CRE KP,B1050119-108-non CRE KP,B1050125-102-non CRE KP,B1050219-053-non CRE KP-2,B1050414-116-non CRE KP,B1050422-104-non CRE KP,B1050429-048-non CRE KP,B1050704-185-non CRE KP-2,B1050714-125-non CRE KP,B1050802-057-non CRE KP,B1050906-127-non CRE KP-2,B1051019-050-non CRE KP,B1060117-004-non CRE KP,B1060125-048-non CRE KP,B1060125-147-non CRE KP,B1060126-056-non CRE KP,B1060126-097-non CRE KP-2,B1060216-038-non CRE KP,B1060223-006-non CRE KP-2,B1060223-082-non CRE KP,B1060310-011-non CRE KP-2,B1060320-165-non CRE KP,B1060326-068-non CRE KP,B1060402-034-non CRE KP,B1060404-034-non CRE KP,B1060406-071-non CRE KP,B1060409-035-non CRE KP,B1060413-035-non CRE KP,B1060421-102-non CRE KP,B1060422-055-non CRE KP,B1060429-096-non CRE KP-2,B1060508-118-non CRE KP,B1060510-109-non CRE KP,B1060512-043-non CRE KP,B1060518-059-non CRE KP,B1060518-100-non CRE KP,B1060910-039-non CRE KP,B1060919-032-non CRE KP,B1060923-134-non CRE KP,B1061015-054-non CRE KP,B1061021-093-non CRE KP,B1061025-014-non CRE KP,M1050120-162-non CRE KP,M1050401-169-non CRE KP-2,M1050912-089-non CRE KP,M1060405-181-non CRE KP-2,M1060407-138-non CRE KP,M1060410-195-non CRE KP,M1060414-167-non CRE KP-2,M1060423-047-non CRE KP
1998.3331,0.021455357,0.371303883,0,0,0,108920.5,88947.25,0,0,102423.2,73728.09,0,96864.34,0,108744.16,105320.89,0,0,0,0,0,0,89279.43,0,0,0,67604.43,0,90706.82,0,0,119602.84,63592.58,111288.74,290090.69,0,76999.55,0,222555.89,222279.25,0,0,115553.42,0,0,0,0,55566.75,0,0,0,0,0,324509.5,0,21978.51,871978,0,0,227569.75,0,661700.69,175573.27,0,0,2521897.5,0,1761363.5,0,210656.19,442986.69,0,0,187149.95,1781133.75,124441.66,0,0,48714.61,0,82226.91,0,305909.06,0,260711.89,125487.17,0,61371.58,123338.33,0,1408793,0,0,75116.98,858306.38,0,35469.57
2007.0906,0.587518296,1,0,0,0,0,53251.91,0,27534.88,32651.95,0,0,0,0,43222.64,0,57318.89,0,0,0,0,57085.2,0,0,0,0,0,0,0,0,0,0,0,30266.63,0,0,0,27739.65,0,0,0,0,0,60528.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128654.12,0,0,0,0,71590.03,0,0,0,0,0,172319.28,0,0,0,0,0,18629.14,46625.61,47412.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133665.38
2012.8807,0.231432512,0.870683441,0,11222.02,0,40042.75,0,0,0,0,0,0,0,5009.13,10465.11,0,0,0,11006.82,0,7959.73,0,23226.86,6896.68,0,0,0,30772.54,0,0,0,0,0,24169.96,0,0,0,4881.67,3867.17,219335.75,0,210913.73,62378.82,213340.95,519787.69,0,0,79593.12,0,0,0,0,0,0,0,0,0,0,0,335068.09,614740.38,1587772.63,9296.39,0,39239.6,367210.47,110551.32,147703.41,0,287767.38,0,0,13609.82,572754.81,1351691.63,1002726.63,0,0,0,0,0,0,0,0,407899.5,10322.29,0,129791.11,47672.81,0,0,0,8171.38,0,85458.72,5697.19,515597.97
2030.6632,0.609175306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85395.37,2477.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7020.97
2036.96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23746.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088166.25
2059.7615,1,1,0,0,0,0,0,0,0,0,0,0,0,39794.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290222.84,0,0,0,0,0,0,0,40002.96,195099.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529562.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348214.38,0,0,0,0,0,0,0,13532.93,0,0,0,103272.66
2090.549,0.675736911,1,0,135239.75,0,0,0,0,0,0,0,393474.88,103087.57,12482.62,0,0,0,0,0,0,0,0,0,0,0,0,29866.69,0,0,107112.5,25822.87,0,0,0,52949.64,7779.88,0,1339703.13,171452.09,261878.8,210994.02,99193.66,283026.03,0,232875.14,167261.52,0,68576.66,0,0,0,0,0,0,0,0,0,0,0,0,55017.48,0,0,29601.79,244128,0,60468.73,0,189197.58,177545.5,54998.17,16662.28,0,0,0,261013.94,1326926.13,0,59669.93,126818.52,8284.63,43447.76,80069.4,6907.89,0,0,5349.31,0,0,0,260540.92,0,0,75061.66,631398.31,650647.19,2054942
2094.2185,1,1,0,0,0,307558.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47607.65,0,0,0,0,0,0,0,0,15610.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73902.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55003.02,0,0,289245.63
2107.5754,4.53E-04,0.06658398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523910.69,0,0,129362.66,0,0,0,0,25943.01,0,0,0,0,0,0,432919.56,474353.41,0,835118.25,0,0,509739.94,504718.81,1212757.5,142773.91,739789.69,0,0,1849143.63,88801.86,0,0,0,0,0,0,0,0,0,0,402528.88,0,1571.67,0,328922.13,0,0,0,0,0,522638.75,0,64870.32
2124.1025,0.769433749,1,0,0,0,0,0,0,0,0,0,0,0,0,20541.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23070.18,0,0,0,0,0,0,372722.97,0,19863.84,14228.67,0,0,0,39294.16,0,4097.12,0,0,0,0,0,0,0,0,0,0,0,0,0,391745.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338283.44,0,0,668373,0,0,22084.44,0,0,0,1948.75,0,0,0,0,0,0,0,127202.33
2166.473,0.086019169,0.623321169,0,0,0,0,0,21471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68251.68,0,0,0,0,0,72555.77,2024843.75,128916.64,14966.01,1504596,242106.33,0,0,0,78949.08,0,0,0,19054.58,23980.76,0,0,0,0,0,0,0,0,0,0,0,0,111538.7,312429.13,106078.47,72510.06,0,33464.61,0,0,0,0,38781.13,639670.5,748483.38,397136.31,0,572214.31,15206.69,35910.5,198690.78,0,0,133323.38,0,861860.94,0,37165.82,0,0,0,0,0,0,0,279943.28,175804.16,0,118524.27,355292
2175.0925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34654.16,0,21601.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28089.24,0,0,0,0,0,0,0,0,0,0,97915.41
2181.15,0.010657699,0.279954911,0,0,0,0,0,0,0,0,0,0,332819.41,0,1135949.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928641.06,1192414.75,0,1571394.25,0,0,0,0,1220862.38,0,1538223.13,897571.63,507995.5,978658.44,241656.89,0,0,0,0,0,0,0,0,0,0,0,632449.06,9979.51,109654.98,594051.25,0,27136.08,12681.32,32253.54,270820.91,0,355110,0,262369.22,196412.17,1093615.25,493893.31,0,301311.69,352861.25,0,0,0,98095.87,0,82447.98,19065.88,432129.34,0,170035.53,118174.59,0,0,0,6383.08,0,3036086.25,347500.28,2514469.75
2188.745,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125700.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9816.55
2207.2876,0.031411739,0.38187329,0,0,0,0,0,0,0,69812.77,0,0,286823.53,0,0,0,0,0,0,0,0,0,0,0,0,0,137190.98,0,0,0,0,0,0,0,0,0,0,0,379580.19,128110.77,66477.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22022.81,0,333407.56,2250902.25,0,1066562.5,0,0,0,0,0,0,275655.19,266845.5,0,0,16123.03,0,60452.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4111209.5
2222.9863,1,1,0,0,0,0,0,11201.05,0,0,0,59697.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8543.84,0,0,0,0,4694.64,0,0,0,0,0,0,17210.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3846.74,0,0,7252.87,0,0,0,0,0,0,0,0,0,4499.26,0,211164.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307856.31,0,0,0,387917.41
2278.1067,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12752.82,0,21391.29,0,0,0,0,0,0,0,0,0,0,4752.88,0,0,0,19252.06,0,0,0,0,0,5504.84,0,137844.75,0,0,50528.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101436.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32903.66,0,0,318632.31
2290.3645,0.371986245,0.966769905,0,0,0,0,0,0,5362.43,0,18659.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6155.45,0,20564.04,0,0,0,12063.94,0,103228.75,172748.97,0,0,27428.62,741382.75,493562.28,0,2019994,177925.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381080.63,359358.34,0,0,0,0,0,0,0,92675.48,0,0,0,0,20784.18,20338.4,0,26933.51,0,0,1700.31,6722.82,9847.27,15241,3330.23,0,190634.28,0,0,12266.3,0,0,0,17690.56,0,0,0,48823.74
2291.4922,0.160459769,0.724037791,0,0,0,0,0,0,0,0,0,0,0,1480.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19768.96,0,0,0,162744.42,0,0,0,0,99008.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51609.85,0,7026.06,0,0,0,0,0,0,20996.65,0,0,15380.06,0,0,0,0,0,0,0,0,183041.75
2437.2979,0.345437682,1,0,0,0,0,40546.07,62443.17,0,15909.92,0,0,12464.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38041.54,12402.45,0,0,16434.32,0,0,0,24755.94,0,0,8105.82,0,0,0,0,0,0,0,0,0,0,175865.31,0,0,0,49798.83,0,0,0,0,40793.18,0,0,24632.45,6790.39,148445.02,669136.19,131135.47,0,0,44404.45,0,0,0,0,0,0,0,33700.94,117493.59,0,0,98546.52,0,0,0,0,0,0,0,0,0,0,0,0,0,5350.8,11293.65
2454.4866,0.086040063,0.620416338,0,0,0,0,0,0,0,0,0,0,151898.95,9334.26,95788.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64910.2,415094.06,50550.32,102109.8,0,0,0,0,0,136744.94,372222.88,281203.28,0,134297.03,90405.23,0,0,0,0,0,0,0,0,0,0,0,23922.79,48000.21,24965.57,0,4837.92,309813.38,0,46617.88,383703.72,0,0,8002.23,0,27144.7,0,344077.41,10560.55,284617.06,0,181824.16,9186.05,0,136495,95948.8,0,597522.63,0,0,148909.73,271203.66,0,0,0,27016.63,0,192168.28,0,284672.72
2498.3,0.242777156,0.848278375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8626.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18591.83,0,0,319641.34
2533.9988,0.01794166,0.33407825,0,0,0,0,0,0,0,0,0,170092.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33323.36,0,15096.26,0,0,0,0,0,93087.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17885.16,167736.27,0,110933.34,95194.77,766166.63,25077.29,0,0,0,548908.25,0,0,0,0,8818.88,0,17930.32,2362977.5,0,0,0,0,0,307847.97,137443.13,0,0,68335.6,0,0,0,0,0,0,0,413883.44
2567.9841,1,1,33167.66,44281.83,19502.35,0,0,0,0,33595.13,0,0,28989.08,0,0,0,0,0,0,0,0,15765,0,0,55648.62,0,53359.35,0,0,0,16814.95,0,29534.15,0,0,0,0,164542,0,0,0,0,68825.09,0,0,0,0,0,0,143196.7,38169.64,0,0,0,64422.21,0,15805.23,129568.45,0,0,691773.5,0,0,0,254959.72,0,0,0,0,0,0,0,0,0,0,0,0,0,7707.58,0,7503.33,0,0,0,0,0,6403.35,0,0,86609.35,0,0,0,0,0,0,19335.89
2573.5374,0.051767831,0.504307814,0,0,57028.55,0,0,59501.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33349.2,0,0,0,135598.69,0,0,61024.25,113875.73,0,0,0,0,0,0,0,0,0,0,0,127592.02,0,0,0,0,0,0,0,0,0,8811.92,0,0,0,131477.39,0,0,0,0,0,0,119385.33,0,0,0,0,0,321250.72
2575.158,0.377287671,0.977095359,0,0,0,0,262854.84,0,37158.46,22482.91,0,194160.2,18680.52,0,0,0,0,0,0,367432.44,0,248391.08,224885.34,0,15161.64,113969.07,0,0,0,116313.16,0,0,166922.39,0,317915.91,0,0,35447.59,174177.42,21364.53,0,13280.2,20574.46,85157.56,28356.28,0,15443.69,15408.39,0,0,0,0,0,0,70433.38,0,0,0,277102.31,0,490591.69,87957.38,104282.46,30665.94,21790.11,307751.25,486663.47,43241.02,61932.34,47058.61,32601.21,78837.67,158669.08,27097,55810.53,103554.69,167855.2,46343.66,18913.2,2431558.25,7405.32,8544.56,11061.49,0,251822.25,103638.72,0,36557.59,0,0,0,0,53963.25,227196.67,37499,72386.41,136679.31
2578.9949,0.617671495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42215.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67525.91,0,0,29864.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120442.05
2597.3782,0.026867364,0.395218921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49920.62,0,0,0,0,20431.12,0,0,0,0,0,0,0,0,0,0,0,0,168621.34,0,0,0,0,84578.87,0,0,123189.92,0,0,0,0,0,0,0,164989.38
2616.7222,0.35959217,0.977745069,0,0,0,0,0,0,0,0,0,234470.25,76326.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16805.78,0,0,18050.01,0,0,0,2826691,0,24317.11,12639.34,2136717.75,251262.27,4619215.5,1308862.13,2581079.25,1401016.38,2568485.5,2182443.25,475648.97,0,0,0,0,0,0,0,0,0,0,0,0,206628.86,200001.58,172219.81,2849189.25,97748.6,0,267068.69,692707.69,13644.39,143768.33,207356.08,850230.44,39824.16,23718.96,897335.63,13800.62,154371.42,9349.68,171551.3,19424.53,24957.32,30604.83,0,928.5,194162.78,120952.46,58389.87,329347.06,49396.47,0,0,0,0,31272.82,85408.09,123157.98,110879.03
2632.649,0.005856894,0.215387264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109356.25,0,0,7096.7,0,6467.8,0,532687.75,0,54589.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4686683.5,130008.18,9278.31
2638.2695,0.100178183,0.660816624,0,0,0,0,0,0,0,0,0,937355.75,315920.09,138751.73,760471.63,0,0,0,0,0,0,0,0,0,0,0,767209.75,0,0,0,0,429898.75,0,508999.66,0,56895.52,651053.75,0,62958.57,14540.62,20801.72,143375.03,28542.92,27741.32,0,24395.75,60670.9,19442.32,864494.63,0,0,0,0,0,0,0,544332.63,0,0,0,0,0,102096.98,0,0,0,0,0,52817.45,0,423784.56,0,0,0,10599.78,0,242376.89,107411.59,280660.69,92762.8,18840.68,100727.54,0,18435.8,0,84091.55,109405.38,10307.95,0,0,355085.72,0,0,0,231944.34,0,387794.13
2639.19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48336.34
2649.1562,0.027433934,0.373660338,0,0,0,0,0,0,0,0,0,32068.1,0,0,26890.43,0,0,0,0,0,0,0,0,0,0,0,40879.8,0,0,0,0,0,0,0,0,0,0,2037952.25,815831.75,21350.86,0,30923.48,0,18820.36,0,0,7816.75,0,0,0,0,0,0,0,0,0,0,0,0,0,145629.34,31194.77,0,45341.51,29456.27,0,268848.03,0,496773.66,65909.51,247204.14,244917.92,308588.31,0,972897.31,138976.22,32645.79,0,9091.5,30548.95,51241.81,8546.68,14690.21,0,86774.8,0,0,0,0,0,0,0,69558.65,2189096.5,27103.53,0,11425.74
2683.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39254.32
2689.0234,0.040348956,0.45307873,0,0,0,0,0,0,0,0,0,2810794.25,626546.19,319913.72,2249164.25,0,0,0,0,0,0,0,0,0,0,0,2605730,0,0,0,0,1731810.63,0,1684058.5,3439763.5,44112.44,2926781,29169.68,6394.18,765969.56,168600.11,593496.75,759110.25,825648.44,846755.5,0,242041,114993.15,0,0,0,0,0,0,0,0,0,0,0,0,293751.75,187691.47,383738.44,78996.98,28813.08,50376.15,126014.08,119706.14,207370.31,40489.69,285786.47,121680.3,165965.53,37522.71,64666.51,15474.33,0,0,49161.51,0,10831.36,46309.3,7691.4,246046.77,37493.41,45484.36,0,24856.81,0,0,0,0,73049.22,21413.77,14733.9,197842.64,141286.59
2689.95,0.49518477,0.992393457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118277.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43283.86
2701.8228,0.708936378,1,0,0,0,0,15012.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41057.87,0,0,0,0,0,0,0,0,0,0,0,0,0,104652.87,116348.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22498.44,0,0,0,307.49,0,0,0,0,0,0,0,0,0,5574429.5
2710.1858,0.358200917,0.984885138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32183.5,0,0,0,17251.02,0,0,0,0,0,0,0,18255.01,28675.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40592.9,23217.75,124038.05,0,0,0,0,0,0,1326863.5,0,0,0,0,0,0,503438.13,0,0,0,0,0,0,0,0,58921.43,0,0,0,0,0,0,0,11205.29,0,0,0,13771.83
2769.6157,0.436855165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23699.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85829.54,0,0,0,0,0,0,0,0,0,0,0,0,0,32135.67,361710.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59693.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73295.81,0,0,0,0,0,0,63325.44
2788.392,0.821466509,1,0,0,0,0,0,0,0,0,0,125976.38,0,0,35403.18,0,0,0,0,0,0,0,0,0,0,0,194280.53,0,0,0,0,0,8800.42,153778.73,143115.95,0,122708.57,0,0,0,0,0,0,168261.81,66486.59,37364.22,54319.54,16283.47,0,0,0,0,0,0,0,0,0,0,0,130078.81,103596.4,20854.85,0,0,98594.77,0,0,0,3723.8,97946.32,0,0,102100.9,0,0,341688.38,0,0,0,0,352249.56,4299.57,0,0,0,0,0,71644.89,0,0,0,0,60181.71,28408.71,0,0,59090.12
2794.6538,0.149316586,0.699505406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38097.75,0,22349.59,0,0,0,0,0,0,0,0,0,0,27615.24,0,0,0,0,0,0,258251.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58079.81,445820.38,856770.56,0,0,191379.45,0,0,0,0,0,101789.22,0,0,0,0,0,0,0,4171.09,0,82925.61,16483.94,45222.79,0,0,0,0,0,0,0,0,0,0,0,0,0,259504.61
2827.356,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40490.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11867.2,0,0,0,0,0,0,0,0,75297.11,0,0,0,503123.53
2871.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21267.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39383.55
2877.6978,0.775057316,1,0,0,0,0,0,11430.49,0,0,24072.41,31351.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10895.27,144932.61,0,0,0,0,0,0,0,13048.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25014.94,0,0,642685.5,0,0,0,0,0,0,0,0,0,0,0,0,0,31803.69,371910.25,0,0,291277.63,0,0,0,0,0,0,0,0,0,0,62403.15,52707.84,0,0,115102.78
2932.8398,0.056569013,0.516851049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140262.28,0,0,0,16511.92,0,0,0,0,0,39498.68,0,37746.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134813.97
2958.23,0.49518477,0.992393457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9070.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208936.5
2965.41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44451.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15976.42
2996.172,0.168429655,0.748519706,0,0,0,0,0,0,0,0,0,145076.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121821.71,0,0,0,0,0,0,36697.12,135419.33,0,196423.41,470436.59,0,0,0,0,0,126690.29,24907.63,0,8617.59,0,0,0,0,0,0,0,0,0,0,0,0,5390.78,61461.33,13223.81,134534.7,0,0,0,0,71892.89,29328.35,0,421289.97,0,92400.95,1416419.38,80790.13,0,0,0,0,0,11957.56,0,19397.99,0,37915.05,0,0,0,0,0,0,0,13118.51,0,0,25999.77,168016.58
3029.5151,1,1,0,0,0,55346.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32923.46
